[2024-12-22T00:00:01.488+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-22T00:00:01.510+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.521+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.522+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2024-12-22T00:00:01.544+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): fetch_and_insert_news_all_countries> on 2024-12-21 00:00:00+00:00
[2024-12-22T00:00:01.552+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=27755) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-22T00:00:01.554+0000] {standard_task_runner.py:72} INFO - Started process 27757 to run task
[2024-12-22T00:00:01.556+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'fetch_and_insert_news', 'fetch_and_insert_news_all_countries', 'scheduled__2024-12-21T00:00:00+00:00', '--job-id', '21', '--raw', '--subdir', 'DAGS_FOLDER/snowflake_connector_dag.py', '--cfg-path', '/tmp/tmpy8r22yvf']
[2024-12-22T00:00:01.559+0000] {standard_task_runner.py:105} INFO - Job 21: Subtask fetch_and_insert_news_all_countries
[2024-12-22T00:00:01.621+0000] {task_command.py:467} INFO - Running <TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [running]> on host 4fe538676cbc
[2024-12-22T05:52:17.899+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:52:22.900+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-21 to 2023-05-22 for JA...
[2024-12-22T05:52:25.674+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:52:30.676+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-22 to 2023-05-23 for JA...
[2024-12-22T05:52:33.463+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:52:38.465+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-23 to 2023-05-24 for JA...
[2024-12-22T05:52:44.000+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:52:49.001+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-24 to 2023-05-25 for JA...
[2024-12-22T05:52:55.050+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:53:00.052+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-25 to 2023-05-26 for JA...
[2024-12-22T05:53:03.470+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:53:08.472+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-26 to 2023-05-27 for JA...
[2024-12-22T05:53:11.148+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:53:16.149+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-27 to 2023-05-28 for JA...
[2024-12-22T05:53:19.267+0000] {logging_mixin.py:190} INFO - Inserted 127 articles into Snowflake table for JA.
[2024-12-22T05:53:24.267+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-28 to 2023-05-29 for JA...
[2024-12-22T05:53:27.323+0000] {logging_mixin.py:190} INFO - Inserted 229 articles into Snowflake table for JA.
[2024-12-22T05:53:32.324+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-29 to 2023-05-30 for JA...
[2024-12-22T05:53:35.856+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:58:40.838+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-30 to 2023-05-31 for JA...
[2024-12-22T05:58:44.376+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:58:49.378+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-31 to 2023-06-01 for JA...
[2024-12-22T05:58:52.299+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:58:57.298+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-01 to 2023-06-02 for JA...
[2024-12-22T05:59:00.476+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:59:05.478+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-02 to 2023-06-03 for JA...
[2024-12-22T05:59:08.354+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:59:13.355+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-03 to 2023-06-04 for JA...
[2024-12-22T05:59:19.205+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:59:24.205+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-04 to 2023-06-05 for JA...
[2024-12-22T05:59:26.626+0000] {logging_mixin.py:190} INFO - Inserted 206 articles into Snowflake table for JA.
[2024-12-22T05:59:31.628+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-05 to 2023-06-06 for JA...
[2024-12-22T05:59:34.269+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:59:39.270+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-06 to 2023-06-07 for JA...
[2024-12-22T05:59:42.349+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:59:47.350+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-07 to 2023-06-08 for JA...
[2024-12-22T05:59:50.113+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T05:59:55.113+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-08 to 2023-06-09 for JA...
[2024-12-22T05:59:58.216+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:00:03.218+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-09 to 2023-06-10 for JA...
[2024-12-22T06:00:06.296+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:00:11.297+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-10 to 2023-06-11 for JA...
[2024-12-22T06:00:15.492+0000] {logging_mixin.py:190} INFO - Inserted 232 articles into Snowflake table for JA.
[2024-12-22T06:00:20.494+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-11 to 2023-06-12 for JA...
[2024-12-22T06:00:27.786+0000] {logging_mixin.py:190} INFO - Inserted 151 articles into Snowflake table for JA.
[2024-12-22T06:00:32.788+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-12 to 2023-06-13 for JA...
[2024-12-22T06:00:40.298+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:00:45.299+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-13 to 2023-06-14 for JA...
[2024-12-22T06:00:51.361+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:00:56.360+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-14 to 2023-06-15 for JA...
[2024-12-22T06:01:00.766+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:01:05.767+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-15 to 2023-06-16 for JA...
[2024-12-22T06:01:12.295+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:01:17.296+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-16 to 2023-06-17 for JA...
[2024-12-22T06:01:20.311+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:01:25.309+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-17 to 2023-06-18 for JA...
[2024-12-22T06:01:32.444+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:01:37.446+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-18 to 2023-06-19 for JA...
[2024-12-22T06:01:49.202+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:01:54.202+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-19 to 2023-06-20 for JA...
[2024-12-22T06:01:57.485+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:02:02.486+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-20 to 2023-06-21 for JA...
[2024-12-22T06:02:09.030+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:02:14.031+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-21 to 2023-06-22 for JA...
[2024-12-22T06:02:17.802+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:02:22.803+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-22 to 2023-06-23 for JA...
[2024-12-22T06:02:27.215+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:02:32.216+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-23 to 2023-06-24 for JA...
[2024-12-22T06:02:35.185+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:02:40.186+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-24 to 2023-06-25 for JA...
[2024-12-22T06:02:43.472+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:02:48.473+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-25 to 2023-06-26 for JA...
[2024-12-22T06:02:50.951+0000] {logging_mixin.py:190} INFO - Inserted 170 articles into Snowflake table for JA.
[2024-12-22T06:02:55.951+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-26 to 2023-06-27 for JA...
[2024-12-22T06:02:59.190+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:03:04.193+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-27 to 2023-06-28 for JA...
[2024-12-22T06:03:07.150+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:03:12.151+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-28 to 2023-06-29 for JA...
[2024-12-22T06:03:14.861+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:03:19.862+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-29 to 2023-06-30 for JA...
[2024-12-22T06:03:22.919+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:08:27.901+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-30 to 2023-07-01 for JA...
[2024-12-22T06:08:31.180+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:08:36.182+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-01 to 2023-07-02 for JA...
[2024-12-22T06:08:38.794+0000] {logging_mixin.py:190} INFO - Inserted 183 articles into Snowflake table for JA.
[2024-12-22T06:08:43.796+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-02 to 2023-07-03 for JA...
[2024-12-22T06:08:46.377+0000] {logging_mixin.py:190} INFO - Inserted 189 articles into Snowflake table for JA.
[2024-12-22T06:08:51.379+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-03 to 2023-07-04 for JA...
[2024-12-22T06:08:54.181+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:08:59.182+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-04 to 2023-07-05 for JA...
[2024-12-22T06:09:02.035+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:09:07.037+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-05 to 2023-07-06 for JA...
[2024-12-22T06:09:09.616+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:09:14.618+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-06 to 2023-07-07 for JA...
[2024-12-22T06:09:18.033+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:09:23.034+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-07 to 2023-07-08 for JA...
[2024-12-22T06:09:25.894+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:09:30.895+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-08 to 2023-07-09 for JA...
[2024-12-22T06:09:33.750+0000] {logging_mixin.py:190} INFO - Inserted 232 articles into Snowflake table for JA.
[2024-12-22T06:09:38.751+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-09 to 2023-07-10 for JA...
[2024-12-22T06:09:41.037+0000] {logging_mixin.py:190} INFO - Inserted 156 articles into Snowflake table for JA.
[2024-12-22T06:09:46.038+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-10 to 2023-07-11 for JA...
[2024-12-22T06:09:48.313+0000] {logging_mixin.py:190} INFO - Inserted 159 articles into Snowflake table for JA.
[2024-12-22T06:09:53.313+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-11 to 2023-07-12 for JA...
[2024-12-22T06:09:56.196+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:10:01.197+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-12 to 2023-07-13 for JA...
[2024-12-22T06:10:04.059+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:10:09.060+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-13 to 2023-07-14 for JA...
[2024-12-22T06:10:12.373+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:10:17.374+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-14 to 2023-07-15 for JA...
[2024-12-22T06:10:21.917+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:10:26.916+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-15 to 2023-07-16 for JA...
[2024-12-22T06:10:30.904+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:10:35.905+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-16 to 2023-07-17 for JA...
[2024-12-22T06:10:38.522+0000] {logging_mixin.py:190} INFO - Inserted 220 articles into Snowflake table for JA.
[2024-12-22T06:10:43.523+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-17 to 2023-07-18 for JA...
[2024-12-22T06:10:46.165+0000] {logging_mixin.py:190} INFO - Inserted 215 articles into Snowflake table for JA.
[2024-12-22T06:10:51.167+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-18 to 2023-07-19 for JA...
[2024-12-22T06:10:54.164+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:10:59.166+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-19 to 2023-07-20 for JA...
[2024-12-22T06:11:01.739+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:11:06.741+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-20 to 2023-07-21 for JA...
[2024-12-22T06:11:09.438+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:11:14.440+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-21 to 2023-07-22 for JA...
[2024-12-22T06:11:17.768+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:11:22.769+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-22 to 2023-07-23 for JA...
[2024-12-22T06:11:25.664+0000] {logging_mixin.py:190} INFO - Inserted 229 articles into Snowflake table for JA.
[2024-12-22T06:11:30.666+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-23 to 2023-07-24 for JA...
[2024-12-22T06:11:33.731+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:11:38.734+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-24 to 2023-07-25 for JA...
[2024-12-22T06:11:41.474+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:11:46.475+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-25 to 2023-07-26 for JA...
[2024-12-22T06:11:49.307+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:11:54.307+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-26 to 2023-07-27 for JA...
[2024-12-22T06:11:57.514+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:12:02.515+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-27 to 2023-07-28 for JA...
[2024-12-22T06:12:05.545+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:12:10.546+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-28 to 2023-07-29 for JA...
[2024-12-22T06:12:13.249+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:12:18.252+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-29 to 2023-07-30 for JA...
[2024-12-22T06:12:21.449+0000] {logging_mixin.py:190} INFO - Inserted 230 articles into Snowflake table for JA.
[2024-12-22T06:17:26.430+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-30 to 2023-07-31 for JA...
[2024-12-22T06:17:29.472+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:17:34.473+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-31 to 2023-08-01 for JA...
[2024-12-22T06:17:37.168+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:17:42.170+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-01 to 2023-08-02 for JA...
[2024-12-22T06:17:44.860+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:17:49.862+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-02 to 2023-08-03 for JA...
[2024-12-22T06:17:52.791+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:17:57.790+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-03 to 2023-08-04 for JA...
[2024-12-22T06:18:00.531+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:18:05.532+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-04 to 2023-08-05 for JA...
[2024-12-22T06:18:08.255+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:18:13.257+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-05 to 2023-08-06 for JA...
[2024-12-22T06:18:15.954+0000] {logging_mixin.py:190} INFO - Inserted 194 articles into Snowflake table for JA.
[2024-12-22T06:18:20.956+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-06 to 2023-08-07 for JA...
[2024-12-22T06:18:23.707+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:18:28.709+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-07 to 2023-08-08 for JA...
[2024-12-22T06:18:31.429+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:18:36.431+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-08 to 2023-08-09 for JA...
[2024-12-22T06:18:39.210+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:18:44.211+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-09 to 2023-08-10 for JA...
[2024-12-22T06:18:46.934+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:18:51.936+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-10 to 2023-08-11 for JA...
[2024-12-22T06:18:54.591+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:18:59.593+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-11 to 2023-08-12 for JA...
[2024-12-22T06:19:01.994+0000] {logging_mixin.py:190} INFO - Inserted 212 articles into Snowflake table for JA.
[2024-12-22T06:19:06.995+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-12 to 2023-08-13 for JA...
[2024-12-22T06:19:09.853+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:19:14.855+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-13 to 2023-08-14 for JA...
[2024-12-22T06:19:17.256+0000] {logging_mixin.py:190} INFO - Inserted 194 articles into Snowflake table for JA.
[2024-12-22T06:19:22.257+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-14 to 2023-08-15 for JA...
[2024-12-22T06:19:25.199+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:19:30.201+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-15 to 2023-08-16 for JA...
[2024-12-22T06:19:32.869+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:19:37.870+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-16 to 2023-08-17 for JA...
[2024-12-22T06:19:40.706+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for JA.
[2024-12-22T06:19:45.708+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-08-17 to 2023-08-18 for JA...
